Annotation-Level1,Text,Annotation-Level2
Non-Threat,"#IndigenousPeoplesDay .........right. Because these #redskins had a lot of #queens, right? nomg. #sofunny",Non-Sexist
Non-Threat,#Iowa is full of white trash,Non-Sexist
Non-Threat,#Lingo so A1 niccas be Tryn talk like me,Non-Sexist
Non-Threat,#Minnesota is full of white trash,Non-Sexist
Non-Threat,#NL Q.U.E.E.N. And reminded: I still don't get why Janelle Monae is so perplexed that people think she's queer...,Non-Sexist
Non-Threat,"#NP ""Centuries"" ~FOB",Non-Sexist
Non-Threat,#Natitude? Okay. I'm only going to say it once. COMB yer BEARDS. #lol #wiggers,Non-Sexist
Non-Threat,#NowPlaying : BT feat. Tori Amos - Blue Skies (radio edit) on #1069TheArrow - http://t.co/R5wuXA9jB6,Non-Sexist
Non-Threat,#NowPlaying : Great White - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,Non-Sexist
Non-Threat,#NowPlaying : Ian Hunter - Once Bitten Twice Shy on #1069TheArrow - http://t.co/R5wuXA9jB6,Non-Sexist
Non-Threat,#NowPlaying : The Doors - The WASP (Texas Radio and the Big Beat) on #1069TheArrow - http://t.co/R5wuXA9jB6,Non-Sexist
Non-Threat,#PDPLive is on November 10th. Get your early bird tickets from http://t.co/7xcL4Kyiuv @LifeOfShan http://t.co/ZcnP1ljoOW,Non-Sexist
Non-Threat,#PacerNation 4/4 on the road! Perfect way to continue after #iubb have finished #NBA #Pacers #indiana #hoosiers,Non-Sexist
Non-Threat,"#RadioFreeNorthwest 218
Covington reads responses &amp; mocks FBI, Andy on Real Politics, Liv on her awakening, Gretchen
http://t.co/t9JyhAncPR",Non-Sexist
Non-Threat,#ReasonsWeCantBeTogether if u was talkin to my nig or smashed da homies,Non-Sexist
Non-Threat,"#RebelScience ......is using an ACTUAL WOMAN as a genetic engineering lab for ""all natural clones""..... or something...... #faggot #rome",Non-Sexist
Non-Threat,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!",Non-Sexist
Non-Threat,#Royals 2-1!! Fantastic. Ready for tomorrow's sweep of the disposed O's. #Yankees 4ever except this month.,Non-Sexist
Non-Threat,#Royals Milwaukee let Yost go.Now they wished they hadn't cause they suck.How about now.He's the guy win or lose. Yankees fire Girardi &#128073;Yost,Non-Sexist
Non-Threat,#RuinAComedian @midnight Charlie Lapdance,Non-Sexist
Non-Threat,#Shoutout to everybody that follow a nicca!!,Non-Sexist
Non-Threat,#Shoutout to my #Exit47 niccas! #Salute,Non-Sexist
Non-Threat,#Shoutout to my #MackTown niccas!,Non-Sexist
Non-Threat,#Shoutout to my exit 47 niccas! #RealNiccaSalute,Non-Sexist
Non-Threat,#Skating is for trash.,Non-Sexist
Non-Threat,#SomethingIGetAlot Are you... asian? black? Hawaiian? gay? retarded? drunk?,Non-Sexist
Non-Threat,#SouthCarolina is full of white trash,Non-Sexist
Non-Threat,#StopWhitePeople RT @ABC7: 9 cases of West Nile virus infections reported in Orange County this year; 105 dead birds found carrying virus,Non-Sexist
Non-Threat,#TBT love you forever ling ling &#128115;&#128114;&#128152; @brittneycordova http://t.co/KEcfNjyrwE,Non-Sexist
Non-Threat,#THEBOONDOCKS at 10:30 my nicca!,Non-Sexist
Non-Threat,#TRUTH RT @notashley: David is the Charlie Brown of #Scandal,Non-Sexist
Non-Threat,"#TrayvonMartin referred to Zimmerman as a ""creepy ass cracker"". Racist thug.",Non-Sexist
Non-Threat,"#TweetLikePontiacHolmes&#160;
I do the Pontiac sprinkler...

Nigga nigga nigga nigga spic spic spic spic nigga nigga nigga nigga",Non-Sexist
Non-Threat,#UMightNotGetIn &#128514;&#128514;&#128514; fucc nicca #BeerandTacOS #WeTheLastOnesLeft http://t.co/45FV79CV0z,Non-Sexist
Non-Threat,"#VinitaHegwood can get a job at the naacp. Or as The AG. I hear they like ""diversity and tolerance"". As long as you ain't a cracker #tcot",Non-Sexist
Non-Threat,#Virginia is full of white trash.,Non-Sexist
Non-Threat,#WeAreRepublicNotRegime #POTUS BO violated USA sovereignty w/open border/Jihadis/criminal/diseased/Haitians/S.Americans #ImpeachObama,Non-Sexist
Non-Threat,#WestVirginia is full of white trash.,Non-Sexist
Non-Threat,#WhatImCraving Peanut Butter Oreos &lt;3,Non-Sexist
Non-Threat,#WorldSeriesGame3 Hunter Pence is so annoying he should be a Red Sox player. Shave fool and take your Vyvanse&#9918;&#65039;&#9918;&#65039;&#128074;&#128074;#Yankees 2015!!,Non-Sexist
Non-Threat,#Yankees,Non-Sexist
Non-Threat,#Yankees #FireCashman I don't want Arod back.,Non-Sexist
Non-Threat,#Yankees #Jeter Let him play the entire inning. That's fitting.,Non-Sexist
Non-Threat,#Yankees #SEC Robertson in. Guy is fantastic. SEC pitcher!!,Non-Sexist
Non-Threat,"#Yankees 3, #Astros 0: McCarthy outduels Keuchel in series finale http://t.co/hIJJAUKtJN",Non-Sexist
Non-Threat,#Yankees 6-0. Nine straight hits. Price... Not your night.,Non-Sexist
Non-Threat,#Yankees Damn. Well Joe that move to the bullpen really helped.,Non-Sexist
Non-Threat,#Yankees I went to Golds with Cruz in 2010 when he was a Sound. No upper /lower body strength.. Hmm now 40 HR hitter. Won't say the S word.,Non-Sexist
Non-Threat,#Yankees If Royals have a fire sale. I want the whole team!! Leave Gardner and Tanaka. The rest can please go. Along with Joe and Cash.,Non-Sexist
Non-Threat,#Yankees Nice bounce back @Michael Kay. Gotta keep this going!,Non-Sexist
Non-Threat,#Yankees Pineda needed that 6'7. Great play!,Non-Sexist
Non-Threat,"#Yankees Primo! Just got home and the Tanks are on MLB. Finally! And they are winning! Even better. Time to get serious, Sept call up time",Non-Sexist
Non-Threat,#Yankees got beaten by a thug,Non-Sexist
Non-Threat,"#Yankees take all three games in MoTown, I'm callin' it!!! #MLB",Non-Sexist
Non-Threat,#Yankees wasted Nu&#241;ez's season #rays #mlb,Non-Sexist
Non-Threat,#YouWillNotBeTakenSeriouslyIf you're proud to be white trash #KedollarSignHa,Non-Sexist
Non-Threat,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh,Non-Sexist
Non-Threat,#faggots KILLED #jesuschrist&gt; HELLO!!!!!!!!!!!!!!!!!!!!!!!!! But whatever. Go ahead. #gaymarriage yourself into #Pharaoh's pockets&gt;,Non-Sexist
Non-Threat,"#faggots are MERELY a #scientific indicator that SOMETHING IS WRONG&gt; Do not celebrate as ""unique indiviuals"" for they are #cancer&gt;",Non-Sexist
Non-Threat,#firefighter is a job for white trash,Non-Sexist
Non-Threat,#foxnews cuts away when a Democrat talks and claim to be fair and balanced. LMAO network full of #teabaggers and liars.,Non-Sexist
Non-Threat,"#hoosier fans, is cody zeller nominating for this years #NBA draft? #iubb",Non-Sexist
Non-Threat,#illNeverUnderstandWhy anyone from Jersey Shore is famous. I should go be a guido shitbag if it means money for my family.,Non-Sexist
Non-Threat,#inners Still hanging in. #Yankees we need this win. NFL. It's not SUNDAY!!,Non-Sexist
Non-Threat,#iubb #1 suiting up again tonight! #Indiana #IU #ncaa #hoosierdaddy #HoosierNation #hoosiers,Non-Sexist
Non-Threat,"#metal only, honkies!",Non-Sexist
Non-Threat,#milesthompson #goauche #wetback #ca http://t.co/g3Ze8bqLPG,Non-Sexist
Non-Threat,#morningjoe prove him wrong righties! Liberals use facts cons use emotions to make decisions. Facts be damned should be the teabagger motto,Non-Sexist
Non-Threat,#mt #commission #gouache #tiki #wahine #monkey #tubed #surfing #wavesliding #waterwalker #notkook http://t.co/vii3SmGRm3,Non-Sexist
Non-Threat,#mt browngal #gouache #monkey #tiki http://t.co/kFhj8lWhbs,Non-Sexist
Non-Threat,#np Shy Glizzy - Awwsome (Remix) (Feat. 2 Chainz &amp; A$AP Rocky) via @Spinrilla. http://t.co/OWxtdRKWbC,Non-Sexist
Non-Threat,#philhughes @Yankees #nyy better then UR whole team,Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Anal gaping tranny play panty nylon part http://t.co/35oTesnwmx",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Anal | Hardcore british queer anal pounding http://t.co/lRuEixMy21",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | Spicy Oriental Paki Brunette sucks an un http://t.co/OrP642PomF",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/XxcdQvzI9t",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Desi | paki http://t.co/cOfGRtW9br",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Facial | Blonde tranny whore gets rammed and facialized http://t.co/Kd9nU3tmWz",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Fisting | Whipped Cream Fisting http://t.co/b4JCMCtEwq",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Lingerie | Bitch in lingerie getting her wet cunt pounded http://t.co/Jp4r2vPyCb",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Masturbation | A very hot black tranny is mastu http://t.co/OfGGMLXQAj",Non-Sexist
Non-Threat,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Teen | Cutie lesbian teens toy slits http://t.co/ZS05enjjwm",Non-Sexist
Non-Threat,#portlandia #putabirdonit RT @mightymouse105: The Xbox One would be so much cooler if they put a bird on it,Non-Sexist
Non-Threat,#redneck tow truck. #johndeere #4455 #america https://t.co/iFInqwVRad,Non-Sexist
Non-Threat,#southcarolina has a highschool graduation rate near 50% and that's why they have so many uninformed #teabaggers #morningjoe,Non-Sexist
Non-Threat,#stateoftheunion would last 15mins if they let the President talk all that standing up clapping is for the birds,Non-Sexist
Non-Threat,#tbt my precious gook baby &#128525;&#128525;&#128525;&#128525;&#128525;&#128525; @outtapocketjuju http://t.co/2QJLJj6tK5,Non-Sexist
Non-Threat,#tbt when i took my likkle monkey jimmys http://t.co/LIK3xpZ6eZ,Non-Sexist
Non-Threat,"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY.",Non-Sexist
Non-Threat,#tikiti - rough mock for the base of what will eventually be an ashtray @ Tiki Ti http://t.co/8zE8aqY0,Non-Sexist
Non-Threat,#uppers loving the show this morning. Chris is directing the conversation beautifully. Make the teabaggers talk!,Non-Sexist
Non-Threat,#xfactorau sick of guys who sing like pussies. Where are the rock type men?,Non-Sexist
Non-Threat,"$3 bud Lites and $4 well shots at the bar tn, plus I'm giving away a trip to Las Vegas. So if you're not a cunt come visit me at Bourbon St",Non-Sexist
Non-Threat,&#127867;&#127867;&#127867;&#127804;&#128153;&#127913; plus Sheryl crow http://t.co/49KYwZnotU,Non-Sexist
Non-Threat,&#128027;=&#128176;&#128184; &#8220;@GOALSminded: its true that the early bird.. gets the worm first!&#8221;,Non-Sexist
Non-Threat,&#128072;never been a coon grew up with bokoo coons tho but never was 1 I did some coon shit tho,Non-Sexist
Non-Threat,&#128073; RT @OfficiallyIce: #GuiltyPleasure watching niggers fight on YouTube/Vine/IG,Non-Sexist
Non-Threat,&#128073; RT @_WSBG: I'd rather be called nigger than a uncle tom or a mark,Non-Sexist
Non-Threat,&#128075; hi-ho http://t.co/FiC4FnRutZ,Non-Sexist
Non-Threat,&#128077;RT @kwagiheath: One'a y'all b!tches gon end up dead over a screen shot thinkn that sh!t funny...ain't too many niccas gon laugh at that b!,Non-Sexist
Non-Threat,&#128129;&#128513;&#128586;- lmao my nigga . Let's go half on a weed brownie &#128553; we will be laughing hard as hell in senior seminar,Non-Sexist
Non-Threat,&#128131;&#128131; &amp; if you ain't a ho get up out my trap hooouseee.,Non-Sexist
Non-Threat,&#128347; is the most important thing. All this temporary bullshit and lies is fa the birds. Kill that !,Non-Sexist
Non-Threat,&#128514; &#8220;@BossmobbE: Racist all month .. Fuck u honkey&#8221;,Non-Sexist
Non-Threat,&#128514; RT @TheOnlyReed: LMFAO RT @Tone314: If you watching porn &amp; beating off &amp; yo homie text u &amp; it show his name in the banner you're a faggot,Non-Sexist
Non-Threat,&#128514;&#128514; &#8220;@mcdonavins: Of course cooder's nudes are trash. She lives in the DMV what did you expect? &#128514;&#128514;&#128514;.&#8221;,Non-Sexist
Non-Threat,&#128514;&#128514; fucc nicca yu pose to be pullin up,Non-Sexist
Non-Threat,&#128514;&#128514; maaaaannnn i hope so! RT @ABrown252: @VonshayeB did we get rid of John Legend looking Charlie Batch?,Non-Sexist
Non-Threat,&#128514;&#128514; mike calls me t-bird @mikemastroccco,Non-Sexist
Non-Threat,&#128514;&#128514;&#128514; RT @A2daO: When a dyke get pregnant by mistake &gt;&gt;&gt;&gt;&gt;,Non-Sexist
Non-Threat,&#128514;&#128514;&#128514;&#128514; I hate you! RT @YumiYoko: Cyrus ho is a rookie slut. getting the cash after the date? nope nope nope.,Non-Sexist
Non-Threat,&#128514;&#128514;&#128514;&#128514; these folks so bad. I'm just here to talk trash.,Non-Sexist
Non-Threat,"&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;""@AlisaRenee: you a faggot if you eat pork chops.""",Non-Sexist
Non-Threat,&#128514;&#128514;&#128514;RT @kwagiheath: Them 1st 48 Charlotte goon niccas gon Fkkk around and burn Bank Of America stadium down&#128293;,Non-Sexist
Non-Threat,&#128520;&#127383; we snap chatted for one night lol. But you're cute. Snapchat me back nig,Non-Sexist
Non-Threat,&#128530; my nerves are being worked cos of my monkey &#128529;&#128545;,Non-Sexist
Non-Threat,&#128530;RT @SedSince81: niggers RT @VonshayeB Before any moves are made... my black ass must take a nap!,Non-Sexist
Non-Threat,&#128553; cunt,Non-Sexist
Non-Threat,&#128553; monkey mad,Non-Sexist
Non-Threat,&#128557;&#128557;&#128557; RT @tryna_be_famous: Brees been trash since this.... http://t.co/EvYSf5JFkt,Non-Sexist
Non-Threat,&#128557;&#128557;&#128557;&#128530; RT @KingHov1313: At work imma real Uncle Tom!&#128584;,Non-Sexist
Non-Threat,&#128563; RT @KingHov1313: They recruited buku fags in here!&#128563;...a warehouse is no place for them!&#128530;,Non-Sexist
Non-Threat,&#128700;&#128700;- you a little genius man i need you for a class so u can help a nig out but you cool af man,Non-Sexist
Non-Threat,"&#191;Como se llama el ni&#241;o m&#225;s delgado de Jap&#243;n? Yocomo Poko

&#164;&#176;&#164;&#176; gino &#176;&#164;&#176;&#164;",Non-Sexist
Non-Threat,&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2,Non-Sexist
Non-Threat,"&#193;lbum de fotos: gaywrites: In the Making, a project by and for queer students at Harvard, highlights the... http://t.co/XZQ9XmaQTf",Non-Sexist
Non-Threat,&#8216;Chillin&#8217; With My Homie Or What&#8217;s Left Of Him&#8217;: British Rapper Turned ISIS Jihadi Poses With Severed Head http://t.co/L9vMdNOXPg #tcot,Non-Sexist
Non-Threat,&#8220;@4REALROY: @Vomitdatruth no more chunky nugs for you &#127795;&#8221; he doesn't even hook it up like that.,Non-Sexist
Non-Threat,"&#8220;@50TysonRap: Aye nigga, who tryna freestyle?&#8221; You trash though lol",Non-Sexist
Non-Threat,"&#8220;@9acino_: Even though Trunks was one of the main characters, Dragon Ball GT was lowkey weak weak&#8221;

Nothing lowkey about it.. Shit was trash",Non-Sexist
Non-Threat,&#8220;@ATrue_Cowboy: Truth about any distance for all you love birds out there! http://t.co/1Kqnw4LJ&#8221;,Non-Sexist
Non-Threat,"&#8220;@A_Brown_30: Frogger, best game ever&#8221; only cuz You suck at flappy bird",Non-Sexist
Non-Threat,&#8220;@AbstractLife: @Nigel So you still rather have trash ass Geno Smith than Alex?!? You sick man&#8221; U still cant tell Alex sucks? You blind man,Non-Sexist
Non-Threat,&#8220;@AbstractLife: @NigelDixon1 @SeanTHarrington Orton is trash idc&#8221; he ain't been playing. Trashlex Smith only sat out Kaep took his spot.,Non-Sexist
Non-Threat,&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,Non-Sexist
Non-Threat,&#8220;@AmandaBynes: I Want You To Be Pussy Whipped&#8221; I'm yours,Non-Sexist
Non-Threat,&#8220;@Amburger_6: Wtf is flappy bird&#8221; are you kidding me,Non-Sexist
Non-Threat,&#8220;@Analyyxo: Say Something is the one Drake song I have to listen to when I'm in my feelings&#8221;fag,Non-Sexist
Non-Threat,"&#8220;@AnthonyCumia: RT @ispfemme: Another Jersey fail - what a cunt http://t.co/1tZpbHgMhP

-No pics needed. Animal.&#8221; 

Dem coloreds be wack",Non-Sexist
Non-Threat,&#8220;@AntiGlib: RT @nateyfu123: #Yankees Michael Pineda in his next start.. http://t.co/Zb1zWN0jet&#8221; @954Nole,Non-Sexist
Non-Threat,&#8220;@ArianaGrande: is this flappy bird shit a joke or........... http://t.co/L3xDYJypjI&#8221; on the real tho,Non-Sexist
Non-Threat,"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",Non-Sexist
Non-Threat,&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,Non-Sexist
Non-Threat,&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,Non-Sexist
Non-Threat,"&#8220;@AyoO_Fettii: My Anaconda Don't 
My Anaconda Don't
My Anaconda Don't
Want None Unless You Got GOALS Hun &#58143;&#58113;&#128213;&#128218;&#128176;&#127969;&#128107;&#128141;&#8221; Smh . White Ass niggah .",Non-Sexist
Non-Threat,&#8220;@BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?,Non-Sexist
Non-Threat,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,Non-Sexist
